"ID","Name","Disorder class","Type"
"5195","PEX14","multiple","Gene"
"5199","PFC","Immunological","Gene"
"5205","ATP8B1","Gastrointestinal","Gene"
"5213","PFKM","Metabolic","Gene"
"5224","PGAM2","Muscular","Gene"
"5230","PGK1","Grey","Gene"
"5243","ABCB1","Unclassified","Gene"
"5244","ABCB4","Gastrointestinal","Gene"
"5245","PHB","Cancer","Gene"
"5251","PHEX","Metabolic","Gene"
"5255","PHKA1","Muscular","Gene"
"5256","PHKA2","Metabolic","Gene"
"5257","PHKB","Metabolic","Gene"
"5261","PHKG2","Metabolic","Gene"
"5264","PHYH","Neurological","Gene"
"5265","SERPINA1","Grey","Gene"
"5274","SERPINI1","Neurological","Gene"
"5277","PIGA","Hematological","Gene"
"5290","PIK3CA","Cancer","Gene"
"5308","PITX2","Grey","Gene"
"5309","PITX3","Ophthamological","Gene"
"5310","PKD1","Renal","Gene"
"5311","PKD2","Renal","Gene"
"5313","PKLR","Hematological","Gene"
"5314","PKHD1","Renal","Gene"
"5317","PKP1","Dermatological","Gene"
"5318","PKP2","Cardiovascular","Gene"
"5320","PLA2G2A","Cancer","Gene"
"5324","PLAG1","Cancer","Gene"
"5328","PLAU","Neurological","Gene"
"5339","PLEC1","Grey","Gene"
"5340","PLG","Grey","Gene"
"5345","SERPINF2","Hematological","Gene"
"5350","PLN","Cardiovascular","Gene"
"5351","PLOD1","Connective_tissue_disorder","Gene"
"5352","PLOD2","Unclassified","Gene"
"5354","PLP1","Neurological","Gene"
"5371","PML","Cancer","Gene"
"5373","PMM2","Metabolic","Gene"
"5376","PMP22","Grey","Gene"
"5378","PMS1","Cancer","Gene"
"5395","PMS2","Grey","Gene"
"5428","POLG","Grey","Gene"
"5429","POLH","Dermatological","Gene"
"5443","POMC","Nutritional","Gene"
"5444","PON1","Cardiovascular","Gene"
"5445","PON2","Cardiovascular","Gene"
"5447","POR","Grey","Gene"
"5449","POU1F1","Endocrine","Gene"
"5456","POU3F4","Ear,Nose,Throat","Gene"
"5459","POU4F3","Ear,Nose,Throat","Gene"
"5465","PPARA","Metabolic","Gene"
"5468","PPARG","Grey","Gene"
"5476","PPGB","Metabolic","Gene"
"5498","PPOX","Metabolic","Gene"
"5506","PPP1R3A","Metabolic","Gene"
"5519","PPP2R1B","Cancer","Gene"
"5521","PPP2R2B","Neurological","Gene"
"5538","PPT1","Neurological","Gene"
"5546","PRCC","Cancer","Gene"
"5551","PRF1","Hematological","Gene"
"5573","PRKAR1A","Grey","Gene"
"5578","PRKCA","Cancer","Gene"
"5582","PRKCG","Neurological","Gene"
"5589","PRKCSH","Gastrointestinal","Gene"
"5621","PRNP","Grey","Gene"
"5624","PROC","Hematological","Gene"
"5625","PRODH","Grey","Gene"
"5626","PROP1","Endocrine","Gene"
"5627","PROS1","Hematological","Gene"
"5630","PRPH","Neurological","Gene"
"5631","PRPS1","Metabolic","Gene"
"5644","PRSS1","Gastrointestinal","Gene"
"5649","RELN","Neurological","Gene"
"5651","PRSS7","Gastrointestinal","Gene"
"5660","PSAP","Grey","Gene"
"5663","PSEN1","Neurological","Gene"
"5664","PSEN2","Neurological","Gene"
"5723","PSPH","Metabolic","Gene"
"5726","TAS2R38","Ear,Nose,Throat","Gene"
"5727","PTCH","Grey","Gene"
"5728","PTEN","Grey","Gene"
"5729","PTGDR","Respiratory","Gene"
"5740","PTGIS","Cardiovascular","Gene"
"5741","PTH","Endocrine","Gene"
"5745","PTHR1","Grey","Gene"
"5770","PTPN1","Metabolic","Gene"
"5781","PTPN11","Grey","Gene"
"5782","PTPN12","Cancer","Gene"
"5788","PTPRC","Grey","Gene"
"5795","PTPRJ","Cancer","Gene"
"5805","PTS","Metabolic","Gene"
"5818","PVRL1","Grey","Gene"
"5824","PEX19","multiple","Gene"
"5825","ABCD3","multiple","Gene"
"5828","PXMP3","Grey","Gene"
"5830","PEX5","Grey","Gene"
"5832","ALDH18A1","Metabolic","Gene"
"5836","PYGL","Metabolic","Gene"
"5837","PYGM","Metabolic","Gene"
"5860","QDPR","Metabolic","Gene"
"5873","RAB27A","Dermatological","Gene"
"5880","RAC2","Immunological","Gene"
"5888","RAD51","Cancer","Gene"
"5896","RAG1","Immunological","Gene"
"5897","RAG2","Immunological","Gene"
"5910","RAP1GDS1","Cancer","Gene"
"5913","RAPSN","Muscular","Gene"
"5921","RASA1","Grey","Gene"
"5925","RB1","Cancer","Gene"
"5932","RBBP8","Cancer","Gene"
"5950","RBP4","Ophthamological","Gene"
"5956","OPN1LW","Ophthamological","Gene"
"5959","RDH5","Ophthamological","Gene"
"5961","RDS","Ophthamological","Gene"
"5972","REN","Grey","Gene"
"5979","RET","Grey","Gene"
"5993","RFX5","Immunological","Gene"
"5994","RFXAP","Immunological","Gene"
"5995","RGR","Ophthamological","Gene"
"6005","RHAG","Hematological","Gene"
"6006","RHCE","Hematological","Gene"
"6007","RHD","Hematological","Gene"
"6010","RHO","Ophthamological","Gene"
"6011","GRK1","Ophthamological","Gene"
"6017","RLBP1","Ophthamological","Gene"
"6023","RMRP","Grey","Gene"
"6041","RNASEL","Cancer","Gene"
"6049","RNF6","Cancer","Gene"
"6094","ROM1","Ophthamological","Gene"
"6100","RP9","Ophthamological","Gene"
"6101","RP1","Grey","Gene"
"6102","RP2","Ophthamological","Gene"
"6103","RPGR","Ophthamological","Gene"
"6121","RPE65","Ophthamological","Gene"
"6197","RPS6KA3","Grey","Gene"
"6223","RPS19","Hematological","Gene"
"6247","RS1","Ophthamological","Gene"
"6261","RYR1","Grey","Gene"
"6262","RYR2","Cardiovascular","Gene"
"6295","SAG","Ophthamological","Gene"
"6299","SALL1","multiple","Gene"
"6303","SAT","Dermatological","Gene"
"6309","SC5DL","Metabolic","Gene"
"6310","ATXN1","Neurological","Gene"
"6311","ATXN2","Neurological","Gene"
"6314","ATXN7","Neurological","Gene"
"6315","KLHL1AS","Neurological","Gene"
"6323","SCN1A","Neurological","Gene"
"6324","SCN1B","Neurological","Gene"
"6325","SCN2A1","Neurological","Gene"
"6329","SCN4A","Grey","Gene"
"6331","SCN5A","Cardiovascular","Gene"
"6335","SCN9A","Neurological","Gene"
"6337","SCNN1A","Endocrine","Gene"
"6338","SCNN1B","Grey","Gene"
"6340","SCNN1G","Grey","Gene"
"6341","SCO1","Gastrointestinal","Gene"
"6352","CCL5","Immunological","Gene"
"6387","CXCL12","Immunological","Gene"
"6389","SDHA","Grey","Gene"
"6390","SDHB","Cancer","Gene"
"6391","SDHC","Cancer","Gene"
"6392","SDHD","Cancer","Gene"
"6399","TRAPPC2","Skeletal","Gene"
"6403","SELP","Immunological","Gene"
"6435","SFTPA1","Respiratory","Gene"
"6439","SFTPB","Respiratory","Gene"
"6440","SFTPC","Respiratory","Gene"
"6442","SGCA","Muscular","Gene"
"6443","SGCB","Muscular","Gene"
"6444","SGCD","Grey","Gene"
"6445","SGCG","Muscular","Gene"
"6448","SGSH","Metabolic","Gene"
"6452","SH3BP2","Unclassified","Gene"
"6468","FBXW4","Skeletal","Gene"
"6469","SHH","Grey","Gene"
"6473","SHOX","Skeletal","Gene"
"6476","SI","Metabolic","Gene"
"6492","SIM1","Nutritional","Gene"
"6496","SIX3","Developmental","Gene"
"6513","SLC2A1","Metabolic","Gene"
"6514","SLC2A2","Grey","Gene"
"6517","SLC2A4","Endocrine","Gene"
"6519","SLC3A1","Grey","Gene"
"6521","SLC4A1","Grey","Gene"
"6523","SLC5A1","Metabolic","Gene"
"6524","SLC5A2","Renal","Gene"
"6528","SLC5A5","Endocrine","Gene"
"6530","SLC6A2","Cardiovascular","Gene"
"6532","SLC6A4","Psychiatric","Gene"
"6535","SLC6A8","Neurological","Gene"
"6555","SLC10A2","Gastrointestinal","Gene"
"6556","SLC11A1","Immunological","Gene"
"6557","SLC12A1","multiple","Gene"
"6559","SLC12A3","Renal","Gene"
"6563","SLC14A1","Hematological","Gene"
"6567","SLC16A2","Neurological","Gene"
"6569","SLC34A1","Grey","Gene"
"6583","SLC22A4","Connective_tissue_disorder","Gene"
"6584","SLC22A5","Metabolic","Gene"
"6591","SNAI2","multiple","Gene"
"6598","SMARCB1","Cancer","Gene"
"6606","SMN1","Muscular","Gene"
"6608","SMO","Cancer","Gene"
"6609","SMPD1","Metabolic","Gene"
"6611","SMS","Neurological","Gene"
"6620","SNCB","Neurological","Gene"
"6622","SNCA","Neurological","Gene"
"6638","SNRPN","multiple","Gene"
"6647","SOD1","Neurological","Gene"
"6649","SOD3","Unclassified","Gene"
"6654","SOS1","Connective_tissue_disorder","Gene"
"6657","SOX2","Ophthamological","Gene"
"6658","SOX3","Grey","Gene"
"6662","SOX9","Skeletal","Gene"
"6663","SOX10","Grey","Gene"
"6683","SPAST","Neurological","Gene"
"6687","SPG7","Neurological","Gene"
"6690","SPINK1","Gastrointestinal","Gene"
"6697","SPR","Metabolic","Gene"
"6708","SPTA1","Hematological","Gene"
"6710","SPTB","Hematological","Gene"
"6714","SRC","Cancer","Gene"
"6716","SRD5A2","Unclassified","Gene"
"6736","SRY","Endocrine","Gene"
"6755","SSTR5","Endocrine","Gene"
"6756","SSX1","Cancer","Gene"
"6757","SSX2","Cancer","Gene"
"6770","STAR","Endocrine","Gene"
"6772","STAT1","Grey","Gene"
"6777","STAT5B","Grey","Gene"
"6785","ELOVL4","Ophthamological","Gene"
"6792","CDKL5","Neurological","Gene"
"6794","STK11","Cancer","Gene"
"6821","SUOX","Metabolic","Gene"
"6833","ABCC8","Grey","Gene"
"6834","SURF1","Neurological","Gene"
"6853","SYN1","Neurological","Gene"
"6854","SYN2","Psychiatric","Gene"
"6886","TAL1","Cancer","Gene"
"6887","TAL2","Cancer","Gene"
"6888","TALDO1","Metabolic","Gene"
"6891","TAP2","Immunological","Gene"
"6892","TAPBP","Immunological","Gene"
"6898","TAT","Metabolic","Gene"
"6899","TBX1","Grey","Gene"
"6901","TAZ","Grey","Gene"
"6905","TBCE","Grey","Gene"
"6906","SERPINA7","Hematological","Gene"
"6908","TBP","Neurological","Gene"
"6910","TBX5","Developmental","Gene"
"6915","TBXA2R","Hematological","Gene"
"6926","TBX3","multiple","Gene"
"6927","TCF1","Grey","Gene"
"6928","TCF2","Grey","Gene"
"6948","TCN2","Hematological","Gene"
"6949","TCOF1","Developmental","Gene"
"6955","TRA@","Cancer","Gene"
"6997","TDGF1","Neurological","Gene"
"7007","TECTA","Ear,Nose,Throat","Gene"
"7010","TEK","Cardiovascular","Gene"
"7012","TERC","Grey","Gene"
"7015","TERT","Hematological","Gene"
"7018","TF","Hematological","Gene"
"7021","TFAP2B","multiple","Gene"
"7030","TFE3","Cancer","Gene"
"7036","TFR2","Metabolic","Gene"
"7038","TG","Endocrine","Gene"
"7040","TGFB1","Skeletal","Gene"
"7044","LEFTY2","Developmental","Gene"
"7045","TGFBI","Ophthamological","Gene"
"7046","TGFBR1","Connective_tissue_disorder","Gene"
"7048","TGFBR2","Grey","Gene"
"7050","TGIF","Developmental","Gene"
"7051","TGM1","Dermatological","Gene"
"7054","TH","Neurological","Gene"
"7056","THBD","Grey","Gene"
"7066","THPO","Hematological","Gene"
"7067","THRA","Cancer","Gene"
"7068","THRB","Endocrine","Gene"
"7078","TIMP3","Ophthamological","Gene"
"7080","TITF1","Grey","Gene"
"7084","TK2","Muscular","Gene"
"7086","TKT","Metabolic","Gene"
"7099","TLR4","Immunological","Gene"
"7100","TLR5","Immunological","Gene"
"7102","TSPAN7","Neurological","Gene"
"7124","TNF","Grey","Gene"
"7132","TNFRSF1A","Immunological","Gene"
"7134","TNNC1","Cardiovascular","Gene"
"7136","TNNI2","Developmental","Gene"
"7137","TNNI3","Cardiovascular","Gene"
"7138","TNNT1","Muscular","Gene"
"7139","TNNT2","Cardiovascular","Gene"
"7140","TNNT3","Developmental","Gene"
"7148","TNXB","Connective_tissue_disorder","Gene"
"7150","TOP1","Metabolic","Gene"
"7153","TOP2A","Metabolic","Gene"
"7157","TP53","Cancer","Gene"
"7167","TPI1","Hematological","Gene"
"7168","TPM1","Cardiovascular","Gene"
"7169","TPM2","Grey","Gene"
"7170","TPM3","Muscular","Gene"
"7172","TPMT","Metabolic","Gene"
"7173","TPO","Endocrine","Gene"
"7201","TRHR","Endocrine","Gene"
"7225","TRPC6","Renal","Gene"
"7227","TRPS1","Developmental","Gene"
"7248","TSC1","Grey","Gene"
"7249","TSC2","Grey","Gene"
"7251","TSG101","Cancer","Gene"
"7252","TSHB","Endocrine","Gene"
"7253","TSHR","Grey","Gene"
"7259","TSPYL1","Unclassified","Gene"
"7273","TTN","Grey","Gene"
"7274","TTPA","Neurological","Gene"
"7276","TTR","Grey","Gene"
"7287","TULP1","Ophthamological","Gene"
"7291","TWIST1","Developmental","Gene"
"7292","TNFSF4","Cardiovascular","Gene"
"7299","TYR","Grey","Gene"
"7305","TYROBP","Bone","Gene"
"7306","TYRP1","Dermatological","Gene"
"7337","UBE3A","Developmental","Gene"
"7345","UCHL1","Neurological","Gene"
"7350","UCP1","Nutritional","Gene"
"7351","UCP2","Nutritional","Gene"
"7352","UCP3","Nutritional","Gene"
"7356","SCGB1A1","Respiratory","Gene"
"7369","UMOD","Renal","Gene"
"7372","UMPS","Metabolic","Gene"
"7374","UNG","Immunological","Gene"
"7381","UQCRB","multiple","Gene"
"7389","UROD","Metabolic","Gene"
"7390","UROS","Metabolic","Gene"
"7391","USF1","Metabolic","Gene"
"7399","USH2A","Grey","Gene"
"7401","USH3A","multiple","Gene"
"7415","VCP","Muscular","Gene"
"7421","VDR","Bone","Gene"
"7422","VEGF","Endocrine","Gene"
"7428","VHL","Grey","Gene"
"7436","VLDLR","Neurological","Gene"
"7439","VMD2","Ophthamological","Gene"
"7450","VWF","Hematological","Gene"
"7454","WAS","Grey","Gene"
"7466","WFS1","Grey","Gene"
"7473","WNT3","multiple","Gene"
"7486","WRN","multiple","Gene"
"7490","WT1","Grey","Gene"
"7494","XBP1","Psychiatric","Gene"
"7498","XDH","Metabolic","Gene"
"7499","XG","Hematological","Gene"
"7503","XIST","Unclassified","Gene"
"7504","XK","Hematological","Gene"
"7507","XPA","Dermatological","Gene"
"7508","XPC","Dermatological","Gene"
"7512","XPNPEP2","Immunological","Gene"
"7517","XRCC3","Cancer","Gene"
"7531","YWHAE","multiple","Gene"
"7535","ZAP70","Immunological","Gene"
"7546","ZIC2","Developmental","Gene"
"7547","ZIC3","multiple","Gene"
"7555","ZNF9","Muscular","Gene"
"7592","ZNF41","Neurological","Gene"
"7704","ZBTB16","Cancer","Gene"
"7750","ZNF198","Cancer","Gene"
"7809","BSND","multiple","Gene"
"7827","NPHS2","Renal","Gene"
"7840","ALMS1","Neurological","Gene"
"7841","GCS1","Metabolic","Gene"
"7849","PAX8","Endocrine","Gene"
"7852","CXCR4","Immunological","Gene"
"7873","ARMET","Cancer","Gene"
"7879","RAB7","Neurological","Gene"
"7915","ALDH5A1","Metabolic","Gene"
"7941","PLA2G7","Grey","Gene"
"7957","EPM2A","Neurological","Gene"
"8013","NR4A3","Cancer","Gene"
"8021","NUP214","Cancer","Gene"
"8022","LHX3","Endocrine","Gene"
"8028","MLLT10","Cancer","Gene"
"8029","CUBN","Hematological","Gene"
"8031","NCOA4","Cancer","Gene"
"8048","CSRP3","Cardiovascular","Gene"
"8050","PDHX","Metabolic","Gene"
"8074","FGF23","Bone","Gene"
"8086","AAAS","multiple","Gene"
"8091","HMGA2","Cancer","Gene"
"8106","PABPN1","Muscular","Gene"
"8132","PKDTS","Renal","Gene"
"8139","GAN","Neurological","Gene"
"8144","FIMG1","Muscular","Gene"
"8195","MKKS","Grey","Gene"
"8200","GDF5","Skeletal","Gene"
"8242","SMCX","Neurological","Gene"
"8287","USP9Y","Endocrine","Gene"
"8288","EPX","Hematological","Gene"
"8291","DYSF","Muscular","Gene"
"8292","COLQ","Neurological","Gene"
"8301","PICALM","Cancer","Gene"
"8312","AXIN1","Cancer","Gene"
"8313","AXIN2","Cancer","Gene"
"8322","FZD4","Ophthamological","Gene"
"8379","MAD1L1","Cancer","Gene"
"8419","BFSP2","Ophthamological","Gene"
"8431","NR0B2","Nutritional","Gene"
"8438","RAD54L","Cancer","Gene"
"8443","GNPAT","Connective_tissue_disorder","Gene"
"8456","FOXN1","Immunological","Gene"
"8481","OFD1","Skeletal","Gene"
"8483","CILP","Skeletal","Gene"
"8492","PRSS12","Neurological","Gene"
"8493","PPM1D","Cancer","Gene"
"8504","PEX3","multiple","Gene"
"8517","IKBKG","Dermatological","Gene"
"8518","IKBKAP","Neurological","Gene"
"8540","AGPS","multiple","Gene"
"8546","AP3B1","multiple","Gene"
"8557","TCAP","Grey","Gene"
"8572","PDLIM4","Bone","Gene"
"8625","RFXANK","Immunological","Gene"
"8626","TP73L","Grey","Gene"
"8629","JRK","Neurological","Gene"
"8643","PTCH2","Cancer","Gene"
"8647","ABCB11","Gastrointestinal","Gene"
"8659","ALDH4A1","Metabolic","Gene"
"8660","IRS2","Endocrine","Gene"
"8671","SLC4A4","Renal","Gene"
"8701","DNAH11","Grey","Gene"
"8706","B3GALT3","Hematological","Gene"
"8787","RGS9","Ophthamological","Gene"
"8792","TNFRSF11A","Bone","Gene"
"8795","TNFRSF10B","Cancer","Gene"
"8803","SUCLA2","multiple","Gene"
"8805","TRIM24","Cancer","Gene"
"8813","DPM1","Metabolic","Gene"
"8820","HESX1","Grey","Gene"
"8833","GMPS","Cancer","Gene"
"8838","WISP3","Grey","Gene"
"8842","PROM1","Ophthamological","Gene"
"8864","PER2","Neurological","Gene"
"8869","ST3GAL5","Neurological","Gene"
"8878","SQSTM1","Bone","Gene"
"8890","EIF2B4","Neurological","Gene"
"8891","EIF2B3","Neurological","Gene"
"8892","EIF2B2","Neurological","Gene"
"8893","EIF2B5","Neurological","Gene"
"8898","MTMR2","Neurological","Gene"
"8910","SGCE","Neurological","Gene"
"8915","BCL10","Cancer","Gene"
"8929","PHOX2B","Grey","Gene"
"9051","PSTPIP1","Dermatological","Gene"
"9056","SLC7A7","Metabolic","Gene"
"9060","PAPSS2","Connective_tissue_disorder","Gene"
"9076","CLDN1","multiple","Gene"
"9095","TBX19","Endocrine","Gene"
"9129","PRPF3","Ophthamological","Gene"
"9132","KCNQ4","Ear,Nose,Throat","Gene"
"9150","CTDP1","Ophthamological","Gene"
"9210","BMP15","Endocrine","Gene"
"9211","LGI1","Grey","Gene"
"9215","LARGE","Muscular","Gene"
"9217","VAPB","Grey","Gene"
"9227","LRAT","Ophthamological","Gene"
"9231","DLG5","Gastrointestinal","Gene"
"9241","NOG","Grey","Gene"
"9244","CRLF1","multiple","Gene"
"9247","GCM2","Endocrine","Gene"
"9289","GPR56","Neurological","Gene"
"9342","SNAP29","Neurological","Gene"
"9365","KL","Cardiovascular","Gene"
"9370","ADIPOQ","Endocrine","Gene"
"9380","GRHPR","Metabolic","Gene"
"9381","OTOF","Ear,Nose,Throat","Gene"
"9401","RECQL4","multiple","Gene"
"9409","PEX16","multiple","Gene"
"9414","TJP2","Gastrointestinal","Gene"
"9420","CYP7B1","Gastrointestinal","Gene"
"9445","ITM2B","Neurological","Gene"
"9451","EIF2AK3","Bone","Gene"
"9459","ARHGEF6","Neurological","Gene"
"9469","CHST3","Skeletal","Gene"
"9479","MAPK8IP1","Endocrine","Gene"
"9496","TBX4","Skeletal","Gene"
"9499","MYOT","Muscular","Gene"
"9509","ADAMTS2","Connective_tissue_disorder","Gene"
"9516","LITAF","Neurological","Gene"
"9526","MPDU1","Metabolic","Gene"
"9562","MINPP1","Cancer","Gene"
"9563","H6PD","Metabolic","Gene"
"9568","GPR51","Psychiatric","Gene"
"9607","CART","Nutritional","Gene"
"9622","KLK4","Bone","Gene"
"9627","SNCAIP","Neurological","Gene"
"9639","ARHGEF10","Neurological","Gene"
"9657","IQCB1","Renal","Gene"
"9685","ENTH","Psychiatric","Gene"
"9820","CUL7","multiple","Gene"
"9821","RB1CC1","Cancer","Gene"
"9839","ZFHX1B","Developmental","Gene"
"9856","KIAA0319","Psychiatric","Gene"
"9927","MFN2","Neurological","Gene"
"9950","GOLGA5","Cancer","Gene"
"9990","SLC12A6","Neurological","Gene"
"9992","KCNE2","Cardiovascular","Gene"
"9997","SCO2","Cardiovascular","Gene"
"10002","NR2E3","Ophthamological","Gene"
"10008","KCNE3","Renal","Gene"
"10020","GNE","Grey","Gene"
"10060","ABCC9","Cardiovascular","Gene"
"10083","USH1C","Grey","Gene"
"10084","PQBP1","Neurological","Gene"
"10117","ENAM","Grey","Gene"
"10128","LRPPRC","Neurological","Gene"
"10133","OPTN","Ophthamological","Gene"
"10157","AASS","Metabolic","Gene"
"10165","SLC25A13","Metabolic","Gene"
"10166","SLC25A15","Metabolic","Gene"
"10195","ALG3","Metabolic","Gene"
"10216","PRG4","Skeletal","Gene"
"10243","GPHN","Metabolic","Gene"
"10269","ZMPSTE24","Grey","Gene"
"10312","TCIRG1","Bone","Gene"
"10320","ZNFN1A1","Cancer","Gene"
"10395","DLC1","Cancer","Gene"
"10397","NDRG1","Neurological","Gene"
"10461","MERTK","Ophthamological","Gene"
"10516","FBLN5","Grey","Gene"
"10555","AGPAT2","Metabolic","Gene"
"10558","SPTLC1","Neurological","Gene"
"10560","SLC19A2","Hematological","Gene"
"10564","ARFGEF2","Neurological","Gene"
"10577","NPC2","Metabolic","Gene"
"10585","POMT1","Grey","Gene"
"10594","PRPF8","Ophthamological","Gene"
"10682","EBP","Connective_tissue_disorder","Gene"
"10683","DLL3","Skeletal","Gene"
"10686","CLDN16","Renal","Gene"
"10743","RAI1","multiple","Gene"
"10747","MASP2","Immunological","Gene"
"10804","GJB6","Grey","Gene"
"10841","FTCD","Metabolic","Gene"
"10842","C7orf16","Metabolic","Gene"
"10891","PPARGC1A","Metabolic","Gene"
"10892","MALT1","Cancer","Gene"
"10913","EDAR","Dermatological","Gene"
"10962","MLLT11","Cancer","Gene"
"10984","KCNQ1OT1","multiple","Gene"
"11005","SPINK5","Grey","Gene"
"11081","KERA","Ophthamological","Gene"
"11093","ADAMTS13","Hematological","Gene"
"11132","CAPN10","Endocrine","Gene"
"11136","SLC7A9","Renal","Gene"
"11141","IL1RAPL1","Neurological","Gene"
"11146","GLMN","Cardiovascular","Gene"
"11178","LZTS1","Cancer","Gene"
"11200","CHEK2","Cancer","Gene"
"11216","AKAP10","Developmental","Gene"
"11231","SEC63","Gastrointestinal","Gene"
"11234","HPS5","multiple","Gene"
"11235","PDCD10","Neurological","Gene"
"11236","RNF139","Cancer","Gene"
"11254","SLC6A14","Nutritional","Gene"
"11281","POU6F2","Cancer","Gene"
"11285","B4GALT7","Connective_tissue_disorder","Gene"
"11315","PARK7","Neurological","Gene"
"11322","EVER1","Dermatological","Gene"
"22800","RRAS2","Cancer","Gene"
"22891","ZNF365","Renal","Gene"
"22930","RAB3GAP1","multiple","Gene"
"22934","RPIA","Metabolic","Gene"
"22954","TRIM32","Muscular","Gene"
"22976","PAXIP1","Neurological","Gene"
"23064","ALS4","Neurological","Gene"
"23092","ARHGAP26","Cancer","Gene"
"23095","KIF1B","Neurological","Gene"
"23111","SPG20","Neurological","Gene"
"23209","MLC1","Neurological","Gene"
"23230","VPS13A","Neurological","Gene"
"23305","ACSL6","Grey","Gene"
"23365","ARHGEF12","Cancer","Gene"
"23373","MECT1","Cancer","Gene"
"23389","THRAP2","Developmental","Gene"
"23414","ZFPM2","Cardiovascular","Gene"
"23417","MLYCD","Metabolic","Gene"
"23418","CRB1","Ophthamological","Gene"
"23474","ETHE1","Metabolic","Gene"
"23495","TNFRSF13B","Immunological","Gene"
"23562","CLDN14","Ear,Nose,Throat","Gene"
"23569","PADI4","Connective_tissue_disorder","Gene"
"23592","LEMD3","Grey","Gene"
"23600","AMACR","Metabolic","Gene"
"23607","CD2AP","Renal","Gene"
"23746","AIPL1","Ophthamological","Gene"
"24140","FTSJ1","Neurological","Gene"
"25788","RAD54B","Cancer","Gene"
"25794","FSCN2","Ophthamological","Gene"
"25814","ATXN10","Neurological","Gene"
"25836","NIPBL","Developmental","Gene"
"25861","DFNB31","Ear,Nose,Throat","Gene"
"25894","PLEKHG4","Neurological","Gene"
"25953","MR-1","Neurological","Gene"
"26012","NELF","Endocrine","Gene"
"26119","LDLRAP1","Metabolic","Gene"
"26121","PRPF31","Ophthamological","Gene"
"26128","KIAA1279","multiple","Gene"
"26154","ABCA12","Dermatological","Gene"
"26191","PTPN22","Grey","Gene"
"26227","PHGDH","Metabolic","Gene"
"26276","VPS33B","Gastrointestinal","Gene"
"26278","SACS","Neurological","Gene"
"26353","HSPB8","Neurological","Gene"
"26503","SLC17A5","Metabolic","Gene"
"26511","CHIC2","Cancer","Gene"
"26580","BSCL2","Grey","Gene"
"26762","HAVCR1","Immunological","Gene"
"27019","DNAI1","Grey","Gene"
"27030","MLH3","Cancer","Gene"
"27031","NPHP3","Renal","Gene"
"27032","ATP2C1","Dermatological","Gene"
"27130","INVS","Renal","Gene"
"27185","DISC1","Psychiatric","Gene"
"27232","GNMT","Metabolic","Gene"
"28962","OSTM1","Bone","Gene"
"29760","BLNK","Immunological","Gene"
"29851","ICOS","Immunological","Gene"
"29881","NPC1L1","Unclassified","Gene"
"29929","ALG6","Metabolic","Gene"
"29958","DMGDH","Metabolic","Gene"
"30061","SLC40A1","Metabolic","Gene"
"30813","VSX1","Grey","Gene"
"30835","CD209","Immunological","Gene"
"50485","SMARCAL1","Connective_tissue_disorder","Gene"
"50506","DUOX2","Endocrine","Gene"
"50511","SYCP3","Endocrine","Gene"
"50617","ATP6V0A4","Renal","Gene"
"50814","NSDHL","Developmental","Gene"
"50846","DHH","Endocrine","Gene"
"50943","FOXP3","Grey","Gene"
"50945","TBX22","Developmental","Gene"
"50964","SOST","Skeletal","Gene"
"51062","SPG3A","Neurological","Gene"
"51099","ABHD5","Metabolic","Gene"
"51119","SBDS","multiple","Gene"
"51128","SAR1B","Gastrointestinal","Gene"
"51131","PHF11","Grey","Gene"
"51135","IRAK4","Immunological","Gene"
"51151","SLC45A2","Grey","Gene"
"51156","SERPINA10","Cardiovascular","Gene"
"51168","MYO15A","Ear,Nose,Throat","Gene"
"51185","CRBN","Neurological","Gene"
"51251","NT5C3","Hematological","Gene"
"51324","SPG21","Neurological","Gene"
"51422","PRKAG2","Cardiovascular","Gene"
"51592","TRIM33","Cancer","Gene"
"51684","SUFU","Cancer","Gene"
"51733","UPB1","Metabolic","Gene"
"51738","GHRL","Nutritional","Gene"
"51741","WWOX","Cancer","Gene"
"53904","MYO3A","Ear,Nose,Throat","Gene"
"53947","A4GALT","Hematological","Gene"
"54209","TREM2","Bone","Gene"
"54332","GDAP1","Neurological","Gene"
"54345","SOX18","Dermatological","Gene"
"54361","WNT4","Developmental","Gene"
"54413","NLGN3","Psychiatric","Gene"
"54658","UGT1A1","Grey","Gene"
"54714","CNGB3","Ophthamological","Gene"
"54806","AHI1","multiple","Gene"
"54808","DYM","Grey","Gene"
"54829","ASPN","Connective_tissue_disorder","Gene"
"54840","APTX","Neurological","Gene"
"54880","BCOR","Grey","Gene"
"54904","WHSC1L1","Cancer","Gene"
"54982","CLN6","Neurological","Gene"
"55109","AGGF1","multiple","Gene"
"55120","FANCL","multiple","Gene"
"55212","BBS7","multiple","Gene"
"55343","SLC35C1","Metabolic","Gene"
"55605","KIF21A","Ophthamological","Gene"
"55612","C20orf42","Dermatological","Gene"
"55624","POMGNT1","multiple","Gene"
"55630","SLC39A4","Dermatological","Gene"
"55636","CHD7","multiple","Gene"
"55670","PEX26","Grey","Gene"
"55755","CDK5RAP2","Neurological","Gene"
"55775","TDP1","Neurological","Gene"
"55806","HR","Dermatological","Gene"
"55811","SAC","Renal","Gene"
"55835","CENPJ","Neurological","Gene"
"55997","CFC1","Grey","Gene"
"56052","ALG1","Metabolic","Gene"
